X1,X2,X3,X4,X5,X6
-2.7543,-0.5652,-0.9099,0.8848,1.0059,-2.039
-1.1728,1.9821,1.4741,0.7009,-0.3532,-0.1914
1.2675,-1.5793,1.7864,-1.3304,-0.4223,2.039
-0.1696,-1.1134,0.6904,0.1032,0.1158,0.1463
-0.896,0.1674,-0.8175,-3.1123,-0.0188,2.5919
-2.3471,0.8612,-0.4522,1.2955,-0.6105,-0.0735
0.035,0.0241,-1.6795,0.4794,1.6788,-0.9146
0.5005,-1.4708,0.3367,-0.4024,-3.6739,0.7816
-0.905,0.1382,1.6157,0.958,-1.368,1.4124
1.2846,-0.7787,1.3855,0.7112,-2.2737,4.4333
-0.2838,0.2189,-0.5183,0.2283,-0.5801,-0.6114
-0.1611,-2.0389,0.5894,1.2477,1.0088,-1.7065
4.3158,0.2454,-1.8355,-1.3451,3.1915,-2.1981
-0.3882,0.0678,-1.8055,-1.841,1.4893,2.2792
-0.454,-1.6651,-0.4334,-1.1175,-0.6186,0.5029
1.0242,-1.8298,0.452,-1.204,-1.9959,2.6106
1.0708,1.6447,-0.2411,-0.5946,3.8333,-1.9763
1.8658,1.5629,-0.2073,-1.7157,-1.1606,1.1025
-0.0145,-1.9545,-0.4523,-1.0165,-1.1748,-0.8306
-2.2618,1.1223,-2.8043,-1.3725,4.5644,-3.1428
0.7632,1.9318,1.6412,0.4409,-0.4294,-0.2222
0.569,-0.1615,0.8262,-1.2481,-2.2201,1.274
0.9589,-0.5264,1.3097,0.4887,-2.9077,1.9517
-1.8677,1.5583,2.248,1.3488,-0.6141,-1.1416
-0.2195,-2.1836,-0.7352,0.5072,1.7484,-1.4349
0.7898,-0.5242,-0.0853,-0.6388,-2.1468,2.1315
0.8863,0.3594,-0.6126,0.2126,-0.6794,-0.4658
1.7224,-1.2673,1.3155,-0.3534,-0.0543,1.0116
2.9304,2.5864,1.0963,-0.5371,-1.8288,1.4212
-1.8358,0.2061,-2.1607,-0.394,-0.1578,-0.0293
-0.2236,-3.2971,-0.1557,-0.1421,-0.3397,1.1959
0.2029,-0.3306,-0.6609,0.5029,0.4946,-1.1848
2.3983,1.5845,3.1534,0.8097,-2.9803,0.9624
1.492,-0.512,0.2744,-1.73,-1.2635,-0.2529
0.7193,2.0629,-0.8828,-0.1365,-1.7076,1.9527
1.4887,-0.4087,-1.1561,-0.641,-0.6579,2.0187
-0.3627,-0.9653,0.0977,-0.2124,1.249,0.1521
2.8521,2.7435,-0.5723,-1.4345,0.0666,1.8204
-0.4191,0.137,0.0769,-0.3435,-2.0276,2.332
-0.2288,-0.3494,-1.1345,-0.3841,1.5552,-1.25
-0.0414,-0.6322,-0.5094,-1.8719,-0.4335,2.2836
-1.9046,-0.1805,-0.79,-2.9231,-0.1727,1.8423
-0.4811,-1.2868,0.3185,-1.3285,0.3963,0.9806
1.6281,1.8067,-2.0329,-0.7579,2.1515,-2.2225
2.4855,-1.0169,-0.7555,-2.6495,1.1528,2.6025
-2.5982,-0.6369,-0.3719,0.7034,-0.1068,-0.1972
-0.5396,0.2978,0.7621,-1.6871,-2.1881,1.7311
-0.3332,-2.1882,-0.7088,0.2004,2.4939,-3.7449
3.0993,1.7045,0.3208,0.5838,-0.7397,-0.5993
1.9835,-0.208,0.0243,-0.68,-0.3988,0.9955
0.9134,-0.7989,-0.7177,0.6759,-0.4421,1.1529
-0.234,0.4712,-0.3541,-2.3284,0.4686,0.789
-1.4388,-0.5924,-0.3272,-1.7597,3.6687,-2.3525
-1.2619,0.6627,0.6779,-0.1533,1.4535,-2.3324
0.7192,1.3821,0.1581,2.3463,-1.7834,-0.688
3.2481,-4.5847,0.493,0.7439,-0.3304,-0.9774
-1.0402,-0.1177,-0.036,2.3412,-0.1506,-0.0284
-2.5196,-0.9484,0.6373,1.3674,-0.061,-0.7229
0.1728,-1.089,0.0382,-0.0661,0.6337,0.3381
0.4202,0.1979,2.8118,2.6552,-2.187,0.6608
1.8831,-1.2163,0.1943,1.2967,-1.1369,-1.8996
0.8917,-0.196,0.9977,0.1277,-1.3955,3.9294
-0.5582,0.1017,0.0085,-0.6542,-0.2409,2.6677
-0.8763,1.6927,-0.7879,2.5175,1.4353,-6.0981
2.1824,-0.2709,-1.6312,-1.4655,1.3401,1.9332
2.803,-0.6102,-1.1097,-3.0608,2.0736,2.2168
-2.1101,-0.8376,-0.267,-0.2397,-0.8416,-0.1459
2.1429,0.2515,-1.9884,-0.983,3.8265,0.0891
-1.2329,-0.5585,-0.4311,-1.4948,-0.9786,2.8719
1.4109,-0.4807,-0.7019,-0.0377,1.1881,-1.3549
0.0,-0.5998,-0.1799,0.6066,-2.0314,1.4136
-0.7167,0.2526,-2.0617,-0.647,4.3046,-5.0834
-0.0998,-1.9445,0.2659,-0.2207,0.1812,-0.0944
-1.0939,-1.5468,0.0315,0.671,-0.0325,-0.4673
-2.5486,2.1998,-1.6874,0.3655,-1.5307,-2.6569
0.017,1.1362,-1.6935,0.8313,0.2736,-3.6711
0.5368,0.8532,0.4676,1.5963,0.6629,-1.3147
0.0133,0.4905,1.4784,-0.3493,-1.741,2.2114
-1.4355,1.622,-1.3947,-0.8675,0.8379,1.1551
-0.3534,-0.6675,1.4311,3.0387,-3.8136,-0.96
-0.4126,-0.5522,1.2736,2.4161,-0.2866,-1.4083
-1.4581,0.3635,-1.1617,0.5791,2.614,-3.7029
1.1318,1.2919,0.3623,-0.4884,0.7949,3.0024
0.3902,-0.0756,-1.4475,-0.3105,-1.247,1.2269
-0.2221,-2.4384,-1.343,-1.3738,0.0314,2.9095
1.6205,-0.494,2.2605,0.1663,-2.4859,3.1256
0.1717,-0.5799,1.2701,0.1095,0.0419,0.4533
0.9893,-0.2624,-1.8319,-0.108,2.6511,-2.3819
-0.8894,0.7829,-0.4539,-0.2185,-1.3288,1.9532
-0.5015,0.9969,2.7667,1.5461,-4.402,3.6784
-2.7734,-0.0308,0.7898,3.6244,-1.3288,-1.8253
-2.6824,2.9904,1.1699,0.1215,-0.855,6.0166
-1.1781,-0.7068,0.0293,-0.458,2.3158,-0.6365
-0.8888,0.8794,0.7438,1.2526,-0.9518,-2.8231
-1.5508,-0.4019,-0.2086,2.1796,1.7469,-5.9511
0.4108,-0.9532,-2.2215,-1.1445,3.7847,-2.8513
-1.123,0.5075,-2.0701,0.3115,1.8165,-2.068
-0.7788,0.7501,1.8585,3.6154,-2.52,2.3682
0.2641,2.1209,0.4711,1.155,0.8624,-1.3691
0.4765,-1.0705,0.7837,0.8752,-0.5829,0.9243
0.2742,0.2733,1.9217,2.0131,-3.5499,-0.8093
0.2725,2.1099,-0.6856,1.4536,0.8129,-2.2593
0.0359,0.6822,-0.2726,2.3883,3.7438,-4.2205
-0.0012,1.3992,1.2754,-0.8471,0.2725,-0.4967
2.0326,1.123,-0.298,-0.9543,-0.4342,2.6507
-1.917,0.4293,-0.6937,-1.3627,-1.303,1.0655
0.2779,-0.9476,1.7341,-1.6012,-4.1504,3.4727
-0.7,1.4908,-0.7426,-1.3019,1.0781,-0.3426
-2.038,-1.9078,-0.3035,-1.4971,-1.7311,4.8575
0.4138,-3.7113,1.3466,1.5352,-1.3317,-1.5445
-0.2313,0.7126,0.5251,2.1213,-4.2005,3.0068
1.8086,-3.1294,-0.2689,-2.5726,2.5402,1.4916
-0.7482,-1.2853,0.7838,-0.4175,-2.0508,-0.7048
0.2779,0.1726,-0.3583,-0.1598,-1.4644,2.4517
-1.1365,-0.867,0.9222,1.1718,0.4251,-0.613
1.7139,-0.4611,-0.9521,-1.8766,0.3276,2.8021
0.4102,1.5746,0.7782,2.3226,-0.139,-1.8712
0.6729,-3.84,-0.2841,2.9081,0.3256,-1.6374
3.2446,-0.0125,-0.8071,-2.8963,0.2661,0.7206
1.0379,1.6814,-0.4336,0.2165,1.9005,-2.3052
-0.773,3.5273,0.6213,4.0434,-2.234,-0.8369
0.4148,1.1703,-0.5287,0.3576,0.0784,-0.7744
-0.1436,-1.1694,1.0436,0.5405,0.2927,0.8155
-1.78,-2.2542,-0.0178,0.4481,-0.3495,2.3699
-0.8035,-1.7016,1.9615,1.5446,-1.6238,0.8843
0.4039,1.6268,3.9153,4.6291,-1.5008,-1.6823
-0.7553,-1.0638,0.1726,1.0756,0.1645,-3.5614
-0.9605,0.6488,2.6489,0.4423,-0.7454,0.1206
-0.6026,-0.6271,-0.5381,-0.8304,-1.5843,0.0968
-0.4627,-0.5433,1.2693,0.4772,-1.8421,1.8369
0.4974,-1.0069,2.2826,0.5264,-1.3654,2.447
1.2141,0.0121,0.0833,0.7031,-0.5254,1.5247
1.0529,1.5092,0.9949,-0.1553,-0.9539,2.8184
0.2089,-0.5219,0.3492,2.1343,-2.5566,-1.3509
-2.564,-0.9492,-0.5,1.2567,1.1394,-1.5821
0.5085,0.7424,-1.9141,-2.6262,3.8114,-0.177
0.1717,0.8499,0.8524,-0.7486,-1.8158,6.0697
1.097,-1.6328,-0.3933,-3.6581,0.9994,3.75
-0.7821,0.2339,-1.1519,-0.6568,0.6539,0.1272
-1.8257,-0.2588,-0.7458,-0.7756,1.324,-0.2538
1.5973,0.5527,0.427,0.4313,0.8288,-1.959
-0.8965,0.2154,0.8293,1.5411,-1.8117,0.0321
-0.8516,0.7235,0.8512,-0.8546,0.0684,0.29
-1.4776,0.8361,-1.2719,1.0427,-1.6281,0.3408
-1.5172,1.147,-1.3231,-0.515,0.0997,-0.8514
-1.1442,0.862,-0.4056,-1.6251,-0.0579,2.5285
-1.0261,1.7308,0.3897,-1.0883,-1.0179,1.4074
-0.4847,-1.2823,2.7712,0.7724,-2.648,1.714
-0.3662,-1.8478,1.4384,-0.4291,-2.1556,2.9109
0.2282,-1.0464,-1.4748,-2.922,5.5568,-1.2288
0.2634,-0.5973,1.8353,0.449,-1.6045,-1.5276
0.2072,0.316,-0.0036,-0.1354,1.2905,0.0239
-0.8011,0.7567,0.0045,1.242,0.8497,-0.6357
0.2907,-0.8673,-0.6138,1.8731,-0.2058,-2.022
1.3292,0.735,1.1437,1.6603,-0.994,2.1411
1.4108,-1.3299,0.2127,-0.8957,-0.4152,3.6
0.9216,1.1919,-1.352,-0.6865,0.4982,-0.1782
1.1058,0.938,-0.0489,-2.3467,2.9983,-0.3938
1.0182,0.3549,-1.1689,-1.8568,1.9119,-1.5204
1.2912,0.2932,-1.1737,-1.0838,0.6142,-0.6983
-1.1493,1.1195,1.8914,-0.2926,-2.6951,0.0449
1.6057,1.6716,0.6826,-0.2665,-1.4775,-0.2671
-5.1002,0.8823,1.3186,2.0489,-1.6777,-2.2389
1.4022,0.1058,0.2378,3.8875,-0.9925,-1.1019
-1.3027,0.4709,0.3406,0.241,-0.8935,1.6437
0.6577,3.33,1.0779,0.5177,0.1155,-0.2749
-2.1505,3.5348,1.8033,3.0894,-0.2146,-0.2756
0.0317,1.5429,1.6176,0.9018,0.6407,-1.5106
-0.1434,0.4307,1.8242,0.118,-2.1789,1.9313
2.7229,-0.316,0.0271,-3.9994,0.161,3.659
1.3142,-0.814,-0.444,-3.8538,0.0107,3.5767
